"","State.province","Elevation.m.","Latitude","Genus","Taxon","FullTax","Sp.abund","Plot.abund","Weights"
"1","Guanacaste",3,"10.9257","Spondias","Spondias purpurea","Anacardiaceae/Spondias/Spondias_purpurea",2,225,0.00888888888888889
"3","Guanacaste",3,"10.9257","Stemmadenia","Stemmadenia pubescens","Apocynaceae/Stemmadenia/Stemmadenia_pubescens",2,225,0.00888888888888889
"5","Guanacaste",3,"10.9257","Acrocomia","Acrocomia aculeata","Arecaceae/Acrocomia/Acrocomia_aculeata",8,225,0.0355555555555556
"13","Guanacaste",3,"10.9257","Arrabidaea","Arrabidaea patellifera","Bignoniaceae/Arrabidaea/Arrabidaea_patellifera",20,225,0.0888888888888889
"33","Guanacaste",3,"10.9257","Bignonia","Bignonia aequinoctialis","Bignoniaceae/Bignonia/Bignonia_aequinoctialis",1,225,0.00444444444444444
"34","Guanacaste",3,"10.9257","BignoniaceaeIndet","BignoniaceaeIndet sp6","Bignoniaceae/BignoniaceaeIndet/BignoniaceaeIndet_sp6",11,225,0.0488888888888889
"45","Guanacaste",3,"10.9257","Tabebuia","Tabebuia ochracea","Bignoniaceae/Tabebuia/Tabebuia_ochracea",19,225,0.0844444444444444
"64","Guanacaste",3,"10.9257","Tabebuia","Tabebuia rosea","Bignoniaceae/Tabebuia/Tabebuia_rosea",4,225,0.0177777777777778
"68","Guanacaste",3,"10.9257","Cordia","Cordia alliodora","Boraginaceae/Cordia/Cordia_alliodora",61,225,0.271111111111111
"129","Guanacaste",3,"10.9257","Semialarium","Semialarium paniculatum","Celastraceae/Semialarium/Semialarium_paniculatum",2,225,0.00888888888888889
"131","Guanacaste",3,"10.9257","Cochlospermum","Cochlospermum vitifolium","Bixaceae/Cochlospermum/Cochlospermum_vitifolium",1,225,0.00444444444444444
"132","Guanacaste",3,"10.9257","Vachellia","Vachellia collinsii","Fabaceae/Vachellia/Vachellia_collinsii",14,225,0.0622222222222222
"146","Guanacaste",3,"10.9257","Albizia","Albizia adinocephala","Fabaceae/Albizia/Albizia_adinocephala",1,225,0.00444444444444444
"147","Guanacaste",3,"10.9257","Bauhinia","Bauhinia ungulata","Fabaceae/Bauhinia/Bauhinia_ungulata",4,225,0.0177777777777778
"151","Guanacaste",3,"10.9257","Lonchocarpus","Lonchocarpus costaricensis","Fabaceae/Lonchocarpus/Lonchocarpus_costaricensis",9,225,0.04
"160","Guanacaste",3,"10.9257","Lonchocarpus","Lonchocarpus parviflorus","Fabaceae/Lonchocarpus/Lonchocarpus_parviflorus",16,225,0.0711111111111111
"176","Guanacaste",3,"10.9257","Machaerium","Machaerium biovulatum","Fabaceae/Machaerium/Machaerium_biovulatum",2,225,0.00888888888888889
"178","Guanacaste",3,"10.9257","Myrospermum","Myrospermum frutescens","Fabaceae/Myrospermum/Myrospermum_frutescens",5,225,0.0222222222222222
"183","Guanacaste",3,"10.9257","Platymiscium","Platymiscium parviflorum","Fabaceae/Platymiscium/Platymiscium_parviflorum",10,225,0.0444444444444444
"193","Guanacaste",3,"10.9257","Samanea","Samanea saman","Fabaceae/Samanea/Samanea_saman",1,225,0.00444444444444444
"194","Guanacaste",3,"10.9257","Casearia","Casearia corymbosa","Salicaceae/Casearia/Casearia_corymbosa",11,225,0.0488888888888889
"205","Guanacaste",3,"10.9257","Guazuma","Guazuma ulmifolia","Malvaceae/Guazuma/Guazuma_ulmifolia",15,225,0.0666666666666667
"220","Guanacaste",3,"10.9257","Pisonia","Pisonia macranthocarpa","Nyctaginaceae/Pisonia/Pisonia_macranthocarpa",2,225,0.00888888888888889
"222","Guanacaste",3,"10.9257","Genipa","Genipa americana","Rubiaceae/Genipa/Genipa_americana",2,225,0.00888888888888889
"224","Guanacaste",3,"10.9257","Serjania","Serjania Indet","Sapindaceae/Serjania/Serjania_indet",1,225,0.00444444444444444
"225","Guanacaste",3,"10.9257","Rehdera","Rehdera trinervis","Verbenaceae/Rehdera/rehdera_trinervis",1,225,0.00444444444444444
"226","Guanacaste",289,"10.5037","Aphelandra","Aphelandra scabra","Acanthaceae/Aphelandra/Aphelandra_scabra",1,282,0.00354609929078014
"227","Guanacaste",289,"10.5037","Astronium","Astronium graveolens","Anacardiaceae/Astronium/Astronium_graveolens",3,282,0.0106382978723404
"230","Guanacaste",289,"10.5037","Annona","Annona purpurea","Annonaceae/Annona/Annona_purpurea",1,282,0.00354609929078014
"231","Guanacaste",289,"10.5037","Desmopsis","Desmopsis bibracteata","Annonaceae/Desmopsis/Desmopsis_bibracteata",1,282,0.00354609929078014
"232","Guanacaste",289,"10.5037","Cordia","Cordia panamensis","Boraginaceae/Cordia/Cordia_panamensis",1,282,0.00354609929078014
"233","Guanacaste",289,"10.5037","Bursera","Bursera simaruba","Burseraceae/Bursera/Bursera_simaruba",1,282,0.00354609929078014
"234","Guanacaste",289,"10.5037","Bursera","Bursera tomentosa","Burseraceae/Bursera/Bursera_tomentosa",2,282,0.00709219858156028
"236","Guanacaste",289,"10.5037","Hippocratea","Hippocratea volubilis","Celastraceae/Hippocratea/Hippocratea_volubilis",7,282,0.024822695035461
"243","Guanacaste",289,"10.5037","Maytenus","Maytenus segoviarum","Celastraceae/Maytenus/Maytenus_segoviarum",4,282,0.0141843971631206
"247","Guanacaste",289,"10.5037","Hirtella","Hirtella racemosa","Chrysobalanaceae/Hirtella/Hirtella_racemosa",42,282,0.148936170212766
"289","Guanacaste",289,"10.5037","Garcinia","Garcinia intermedia","Clusiaceae/Garcinia/Garcinia_intermedia",5,282,0.0177304964539007
"294","Guanacaste",289,"10.5037","Rourea","Rourea glabra","Connaraceae/Rourea/Rourea_glabra",3,282,0.0106382978723404
"297","Guanacaste",289,"10.5037","Tetracera","Tetracera volubilis","Dilleniaceae/Tetracera/Tetracera_volubilis",5,282,0.0177304964539007
"302","Guanacaste",289,"10.5037","Sloanea","Sloanea terniflora","Elaeocarpaceae/Sloanea/Sloanea_terniflora",3,282,0.0106382978723404
"305","Guanacaste",289,"10.5037","Sebastiania","Sebastiania pavoniana","Euphorbiaceae/Sebastiania/Sebastiania_pavoniana",18,282,0.0638297872340425
"323","Guanacaste",289,"10.5037","Hymenaea","Hymenaea courbaril","Fabaceae/Hymenaea/Hymenaea_courbaril",12,282,0.0425531914893617
"335","Guanacaste",289,"10.5037","Machaerium","Machaerium pittieri","Fabaceae/Machaerium/Machaerium_pittieri",1,282,0.00354609929078014
"336","Guanacaste",289,"10.5037","Swartzia","Swartzia cubensis","Fabaceae/Swartzia/Swartzia_cubensis",2,282,0.00709219858156028
"338","Guanacaste",289,"10.5037","Lysiloma","Lysiloma divaricatum","Fabaceae/Lysiloma/Lysiloma_divaricatum",4,282,0.0141843971631206
"342","Guanacaste",289,"10.5037","Machaerium","Machaerium kegelii","Fabaceae/Machaerium/Machaerium_kegelii",1,282,0.00354609929078014
"343","Guanacaste",289,"10.5037","Quercus","Quercus oleoides","Fagaceae/Quercus/Quercus_oleoides",3,282,0.0106382978723404
"346","Guanacaste",289,"10.5037","Casearia","Casearia praecox","Salicaceae/Casearia/Casearia_praecox",3,282,0.0106382978723404
"349","Guanacaste",289,"10.5037","Casearia","Casearia sylvestris","Salicaceae/Casearia/Casearia_sylvestris",6,282,0.0212765957446809
"355","Guanacaste",289,"10.5037","Ocotea","Ocotea veraguensis","Lauraceae/Ocotea/Ocotea_veraguensis",8,282,0.0283687943262411
"363","Guanacaste",289,"10.5037","Mouriri","Mouriri myrtilloides","Melastomataceae/Mouriri/Mouriri_myrtilloides",17,282,0.0602836879432624
"380","Guanacaste",289,"10.5037","Brosimum","Brosimum alicastrum","Moraceae/Brosimum/Brosimum_alicastrum",19,282,0.0673758865248227
"399","Guanacaste",289,"10.5037","Castilla","Castilla elastica","Moraceae/Castilla/Castilla_elastica",3,282,0.0106382978723404
"402","Guanacaste",289,"10.5037","Ficus","Ficus citrifolia","Moraceae/Ficus/Ficus_citrifolia",1,282,0.00354609929078014
"403","Guanacaste",289,"10.5037","Ardisia","Ardisia revoluta","Primulaceae/Ardisia/Ardisia_revoluta",2,282,0.00709219858156028
"405","Guanacaste",289,"10.5037","Eugenia","Eugenia monticola","Myrtaceae/Eugenia/Eugenia_monticola",20,282,0.0709219858156028
"425","Guanacaste",289,"10.5037","Ouratea","Ouratea lucens","Ochnaceae/Ouratea/Ouratea_lucens",5,282,0.0177304964539007
"430","Guanacaste",289,"10.5037","Margaritaria","Margaritaria nobilis","Phyllanthaceae/Margaritaria/Margaritaria_nobilis",1,282,0.00354609929078014
"431","Guanacaste",289,"10.5037","Picramnia","Picramnia antidesma","Picramniaceae/Picramnia/Picramnia_antidesma",21,282,0.074468085106383
"452","Guanacaste",289,"10.5037","Krugiodendron","Krugiodendron ferreum","Rhamnaceae/Krugiodendron/Krugiodendron_ferreum",3,282,0.0106382978723404
"455","Guanacaste",289,"10.5037","Alibertia","Alibertia edulis","Rubiaceae/Alibertia/Alibertia_edulis",2,282,0.00709219858156028
"457","Guanacaste",289,"10.5037","Exostema","Exostema mexicanum","Rubiaceae/Exostema/Exostema_mexicanum",5,282,0.0177304964539007
"462","Guanacaste",289,"10.5037","Faramea","Faramea occidentalis","Rubiaceae/Faramea/Faramea_occidentalis",2,282,0.00709219858156028
"464","Guanacaste",289,"10.5037","Genipa","Genipa americana","Rubiaceae/Genipa/Genipa_americana",1,282,0.00354609929078014
"465","Guanacaste",289,"10.5037","Guettarda","Guettarda macrosperma","Rubiaceae/Guettarda/Guettarda_macrosperma",7,282,0.024822695035461
"472","Guanacaste",289,"10.5037","Randia","Randia monantha","Rubiaceae/Randia/Randia_monantha",1,282,0.00354609929078014
"473","Guanacaste",289,"10.5037","Zanthoxylum","Zanthoxylum setulosum","Rutaceae/Zanthoxylum/Zanthoxylum_setulosum",1,282,0.00354609929078014
"474","Guanacaste",289,"10.5037","Zuelania","Zuelania guidonia","Salicaceae/Zuelania/Zuelania_guidonia",2,282,0.00709219858156028
"476","Guanacaste",289,"10.5037","Cupania","Cupania guatemalensis","Sapindaceae/Cupania/Cupania_guatemalensis",7,282,0.024822695035461
"483","Guanacaste",289,"10.5037","Dilodendron","Dilodendron costaricense","Sapindaceae/Dilodendron/Dilodendron_costaricense",5,282,0.0177304964539007
"488","Guanacaste",289,"10.5037","Paullinia","Paullinia cururu","Sapindaceae/Paullinia/Paullinia_cururu",2,282,0.00709219858156028
"490","Guanacaste",289,"10.5037","Manilkara","Manilkara chicle","Sapotaceae/Manilkara/Manilkara_chicle",9,282,0.0319148936170213
"499","Guanacaste",289,"10.5037","Sideroxylon","Sideroxylon capiri","Sapotaceae/Sideroxylon/Sideroxylon_capiri",2,282,0.00709219858156028
"501","Guanacaste",289,"10.5037","Simarouba","Simarouba glauca","Simaroubaceae/Simarouba/Simarouba_glauca",2,282,0.00709219858156028
"503","Guanacaste",289,"10.5037","Luehea","Luehea speciosa","Malvaceae/Luehea/Luehea_speciosa",5,282,0.0177304964539007
"508","Guanacaste",685,"10.9543","Unonopsis","NULL","Annonaceae/Unonopsis/Unonopsis_sp1",2,340,0.00588235294117647
"510","Guanacaste",685,"10.9543","Stemmadenia","NULL","Apocynaceae/Stemmadenia/Stemmadenia_sp3",1,340,0.00294117647058824
"511","Guanacaste",685,"10.9543","Stemmadenia","NULL","Apocynaceae/Stemmadenia/Stemmadenia_sp1",2,340,0.00588235294117647
"513","Guanacaste",685,"10.9543","Stemmadenia","NULL","Apocynaceae/Stemmadenia/Stemmadenia_sp2",4,340,0.0117647058823529
"517","Guanacaste",685,"10.9543","Ilex","NULL","Aquifoliaceae/Ilex/Ilex_sp1",2,340,0.00588235294117647
"519","Guanacaste",685,"10.9543","Ilex","Ilex haberi","Aquifoliaceae/Ilex/Ilex_haberi",2,340,0.00588235294117647
"521","Guanacaste",685,"10.9543","Ardisia","Ardisia revoluta","Primulaceae/Ardisia/Ardisia_revoluta",1,340,0.00294117647058824
"522","Guanacaste",685,"10.9543","Pouteria","NULL","Sapotaceae/Pouteria/Pouteria_sp4",1,340,0.00294117647058824
"523","Guanacaste",685,"10.9543","Pachira","Pachira aquatica","Malvaceae/Pachira/Pachira_aquatica",1,340,0.00294117647058824
"524","Guanacaste",685,"10.9543","Diospyros","Diospyros blancoi","Ebenaceae/Diospyros/Diospyros_blancoi",2,340,0.00588235294117647
"526","Guanacaste",685,"10.9543","Ficus","Ficus obtusifolia","Moraceae/Ficus/Ficus_obtusifolia",1,340,0.00294117647058824
"527","Guanacaste",685,"10.9543","Bursera","Bursera simaruba","Burseraceae/Bursera/Bursera_simaruba",1,340,0.00294117647058824
"528","Guanacaste",685,"10.9543","BignoniaceaeIndet.","NULL","Bignoniaceae/BignoniaceaeIndet/BignoniaceaeIndet_sp2",12,340,0.0352941176470588
"531","Guanacaste",685,"10.9543","Doliocarpus","Doliocarpus dentatus","Dilleniaceae/Doliocarpus/Doliocarpus_dentatus",5,340,0.0147058823529412
"534","Guanacaste",685,"10.9543","Tapirira","Tapirira mexicana","Anacardiaceae/Tapirira/Tapirira_mexicana",3,340,0.00882352941176471
"537","Guanacaste",685,"10.9543","Xylopia","NULL","Annonaceae/Xylopia/Xylopia_sp1",1,340,0.00294117647058824
"538","Guanacaste",685,"10.9543","Ilex","Ilex skutchii","Aquifoliaceae/Ilex/Ilex_skutchii",1,340,0.00294117647058824
"539","Guanacaste",685,"10.9543","Dendropanax","Dendropanax arboreus","Araliaceae/Dendropanax/Dendropanax_arboreus",3,340,0.00882352941176471
"542","Guanacaste",685,"10.9543","Cydista","NULL","Bignoniaceae/Cydista/Cydista_sp1",2,340,0.00588235294117647
"544","Guanacaste",685,"10.9543","BignoniaceaeIndet.","NULL","Bignoniaceae/BignoniaceaeIndet/BignoniaceaeIndet_sp4",2,340,0.00588235294117647
"546","Guanacaste",685,"10.9543","BignoniaceaeIndet.","NULL","Bignoniaceae/BignoniaceaeIndet/BignoniaceaeIndet_sp5",1,340,0.00294117647058824
"547","Guanacaste",685,"10.9543","BignoniaceaeIndet.","NULL","Bignoniaceae/BignoniaceaeIndet/BignoniaceaeIndet_sp1",1,340,0.00294117647058824
"548","Guanacaste",685,"10.9543","BignoniaceaeIndet.","NULL","Bignoniaceae/BignoniaceaeIndet/BignoniaceaeIndet_sp3",1,340,0.00294117647058824
"558","Guanacaste",685,"10.9543","Rochefortia","Rochefortia spinosa","Boraginaceae/Rochefortia/Rochefortia_spinosa",4,340,0.0117647058823529
"562","Guanacaste",685,"10.9543","Bourreria","Bourreria quirosii","Boraginaceae/Bourreria/Bourreria_quirosii",2,340,0.00588235294117647
"564","Guanacaste",685,"10.9543","Maytenus","Maytenus segoviarum","Celastraceae/Maytenus/Maytenus_segoviarum",1,340,0.00294117647058824
"565","Guanacaste",685,"10.9543","Licania","Licania riverae","Chrysobalanaceae/Licania/Licania_riverae",2,340,0.00588235294117647
"567","Guanacaste",685,"10.9543","Hirtella","Hirtella racemosa","Chrysobalanaceae/Hirtella/Hirtella_racemosa",16,340,0.0470588235294118
"578","Guanacaste",685,"10.9543","Hippocratea","Hippocratea volubilis","Celastraceae/Hippocratea/Hippocratea_volubilis",12,340,0.0352941176470588
"586","Guanacaste",685,"10.9543","Garcinia","Garcinia intermedia","Clusiaceae/Garcinia/Garcinia_intermedia",1,340,0.00294117647058824
"587","Guanacaste",685,"10.9543","Calophyllum","Calophyllum brasiliense","Calophyllaceae/Calophyllum/Calophyllum_brasiliense",1,340,0.00294117647058824
"588","Guanacaste",685,"10.9543","Drypetes","NULL","Putranjivaceae/Drypetes/Drypetes_sp1",1,340,0.00294117647058824
"589","Guanacaste",685,"10.9543","Swartzia","Swartzia cubensis","Fabaceae/Swartzia/Swartzia_cubensis",7,340,0.0205882352941176
"596","Guanacaste",685,"10.9543","Machaerium","Machaerium kegelii","Fabaceae/Machaerium/Machaerium_kegelii",1,340,0.00294117647058824
"597","Guanacaste",685,"10.9543","Machaerium","Machaerium seemannii","Fabaceae/Machaerium/Machaerium_seemannii",1,340,0.00294117647058824
"598","Guanacaste",685,"10.9543","Inga","Inga densiflora","Fabaceae/Inga/Inga_densiflora",6,340,0.0176470588235294
"604","Guanacaste",685,"10.9543","Inga","Inga exalata","Fabaceae/Inga/Inga_exalata",1,340,0.00294117647058824
"605","Guanacaste",685,"10.9543","Inga","Inga punctata","Fabaceae/Inga/Inga_punctata",1,340,0.00294117647058824
"606","Guanacaste",685,"10.9543","Inga","Inga umbellifera","Fabaceae/Inga/Inga_umbellifera",1,340,0.00294117647058824
"607","Guanacaste",685,"10.9543","Cynometra","Cynometra retusa","Fabaceae/Cynometra/Cynometra_retusa",1,340,0.00294117647058824
"608","Guanacaste",685,"10.9543","Xylosma","Xylosma chlorantha","Salicaceae/Xylosma/Xylosma_chlorantha",2,340,0.00588235294117647
"610","Guanacaste",685,"10.9543","Casearia","Casearia coronata","Salicaceae/Casearia/Casearia_coronata",2,340,0.00588235294117647
"612","Guanacaste",685,"10.9543","Casearia","Casearia hirsuta","Salicaceae/Casearia/Casearia_hirsuta",1,340,0.00294117647058824
"613","Guanacaste",685,"10.9543","Salacia","Salacia petenensis","Celastraceae/Salacia/Salacia_petenensis",10,340,0.0294117647058824
"634","Guanacaste",685,"10.9543","Alfaroa","Alfaroa guanacastensis","Juglandaceae/Alfaroa/Alfaroa_guanacastensis",3,340,0.00882352941176471
"637","Guanacaste",685,"10.9543","Ocotea","Ocotea floribunda","Lauraceae/Ocotea/Ocotea_floribunda",2,340,0.00588235294117647
"639","Guanacaste",685,"10.9543","Nectandra","Nectandra salicina","Lauraceae/Nectandra/Nectandra_salicina",2,340,0.00588235294117647
"641","Guanacaste",685,"10.9543","LauraceaeIndet.","NULL","Lauraceae/LauraceaeIndet/LauraceaeIndet_sp5",2,340,0.00588235294117647
"643","Guanacaste",685,"10.9543","Hiraea","Hiraea reclinata","Malpighiaceae/Hiraea/Hiraea_reclinata",4,340,0.0117647058823529
"647","Guanacaste",685,"10.9543","Mouriri","Mouriri myrtilloides","Melastomataceae/Mouriri/Mouriri_myrtilloides",2,340,0.00588235294117647
"649","Guanacaste",685,"10.9543","Trophis","NULL","Moraceae/Trophis/Trophis_sp1",1,340,0.00294117647058824
"650","Guanacaste",685,"10.9543","Pseudolmedia","NULL","Moraceae/Pseudolmedia/Pseudolmedia_sp1",9,340,0.0264705882352941
"659","Guanacaste",685,"10.9543","Brosimum","NULL","Moraceae/Brosimum/Brosimum_sp1",1,340,0.00294117647058824
"660","Guanacaste",685,"10.9543","Brosimum","Brosimum alicastrum","Moraceae/Brosimum/Brosimum_alicastrum",2,340,0.00588235294117647
"661","Guanacaste",685,"10.9543","Cassipourea","Cassipourea elliptica","Rhizophoraceae/Cassipourea/Cassipourea_elliptica",2,340,0.00588235294117647
"663","Guanacaste",685,"10.9543","Ardisia","Ardisia compressa","Primulaceae/Ardisia/Ardisia_compressa",2,340,0.00588235294117647
"665","Guanacaste",685,"10.9543","Myrciaria","Myrciaria floribunda","Myrtaceae/Myrciaria/Myrciaria_floribunda",2,340,0.00588235294117647
"667","Guanacaste",685,"10.9543","Eugenia","NULL","Myrtaceae/Eugenia/Eugenia_sp1",2,340,0.00588235294117647
"669","Guanacaste",685,"10.9543","Eugenia","Eugenia chiapensis","Myrtaceae/Eugenia/Eugenia_chiapensis",8,340,0.0235294117647059
"677","Guanacaste",685,"10.9543","Calyptranthes","Calyptranthes chytraculia","Myrtaceae/Calyptranthes/Calyptranthes_chytraculia",6,340,0.0176470588235294
"683","Guanacaste",685,"10.9543","Ouratea","Ouratea lucens","Ochnaceae/Ouratea/Ouratea_lucens",11,340,0.0323529411764706
"694","Guanacaste",685,"10.9543","Passiflora","NULL","Passifloraceae/Passiflora/Passiflora_sp1",1,340,0.00294117647058824
"695","Guanacaste",685,"10.9543","Piper","Piper arboreum","Piperaceae/Piper/Piper_arboreum",1,340,0.00294117647058824
"697","Guanacaste",685,"10.9543","Rudgea","Rudgea cornifolia","Rubiaceae/Rudgea/Rudgea_cornifolia",15,340,0.0441176470588235
"712","Guanacaste",685,"10.9543","Randia","Randia armata","Rubiaceae/Randia/Randia_armata",3,340,0.00882352941176471
"715","Guanacaste",685,"10.9543","Randia","Randia genipoides","Rubiaceae/Randia/Randia_genipoides",6,340,0.0176470588235294
"721","Guanacaste",685,"10.9543","Palicourea","Palicourea eurycarpa","Rubiaceae/Palicourea/Palicourea_eurycarpa",1,340,0.00294117647058824
"722","Guanacaste",685,"10.9543","Psychotria","Psychotria quinqueradiata","Rubiaceae/Psychotria/Psychotria_quinqueradiata",1,340,0.00294117647058824
"723","Guanacaste",685,"10.9543","Faramea","NULL","Rubiaceae/Faramea/Faramea_sp1",27,340,0.0794117647058823
"750","Guanacaste",685,"10.9543","Amyris","Amyris pinnata","Rutaceae/Amyris/Amyris_pinnata",2,340,0.00588235294117647
"752","Guanacaste",685,"10.9543","Dilodendron","Dilodendron costaricense","Sapindaceae/Dilodendron/Dilodendron_costaricense",2,340,0.00588235294117647
"754","Guanacaste",685,"10.9543","SapindaceaeIndet.","NULL","Sapindaceae/SapindaceaeIndet/SapindaceaeIndet_sp1",7,340,0.0205882352941176
"755","Guanacaste",685,"10.9543","SapindaceaeIndet.","NULL","Sapindaceae/SapindaceaeIndet/SapindaceaeIndet_sp2",2,340,0.00588235294117647
"763","Guanacaste",685,"10.9543","Pouteria","NULL","Sapotaceae/Pouteria/Pouteria_sp2",8,340,0.0235294117647059
"765","Guanacaste",685,"10.9543","Pouteria","NULL","Sapotaceae/Pouteria/Pouteria_sp3",30,340,0.0882352941176471
"801","Guanacaste",685,"10.9543","Pouteria","Pouteria campechiana","Sapotaceae/Pouteria/Pouteria_campechiana",3,340,0.00882352941176471
"804","Guanacaste",685,"10.9543","Manilkara","Manilkara chicle","Sapotaceae/Manilkara/Manilkara_chicle",8,340,0.0235294117647059
"812","Guanacaste",685,"10.9543","Chrysophyllum","NULL","Sapotaceae/Chrysophyllum/Chrysophyllum_sp1",2,340,0.00588235294117647
"814","Guanacaste",685,"10.9543","Simarouba","Simarouba amara","Simaroubaceae/Simarouba/Simarouba_amara",4,340,0.0117647058823529
"818","Guanacaste",685,"10.9543","Ternstroemia","Ternstroemia tepezapote","Pentaphylacaceae/Ternstroemia/Ternstroemia_tepezapote",1,340,0.00294117647058824
"819","Guanacaste",685,"10.9543","Mortoniodendron","NULL","Malvaceae/Mortoniodendron/Mortoniodendron_sp1",1,340,0.00294117647058824
"820","Guanacaste",685,"10.9543","Erblichia","Erblichia odorata","Passifloraceae/Erblichia/Erblichia_odorata",3,340,0.00882352941176471
"823","Guanacaste",685,"10.9543","Rinorea","Rinorea deflexiflora","Violaceae/Rinorea/Rinorea_deflexiflora",23,340,0.0676470588235294
"846","Guanacaste",685,"10.9543","Cissus","NULL","Vitaceae/Cissus/Cissus_sp1",2,340,0.00588235294117647
"848","Guanacaste",1225,"10.9285","Combretum","NULL","Combretaceae/Combretum/Combretum_sp1",2,408,0.00490196078431373
"850","Guanacaste",1225,"10.9285","Desmopsis","Desmopsis microcarpa","Annonaceae/Desmopsis/Desmopsis_microcarpa",2,408,0.00490196078431373
"852","Guanacaste",1225,"10.9285","AnnonaceaeIndet.","NULL","Annonaceae/AnnonaceaeIndet/AnnonaceaeIndet_sp1",1,408,0.00245098039215686
"853","Guanacaste",1225,"10.9285","Stemmadenia","NULL","Apocynaceae/Stemmadenia/Stemmadenia_sp4",1,408,0.00245098039215686
"854","Guanacaste",1225,"10.9285","FabaceaeIndet.","NULL","Fabaceae/FabaceaeIndet/FabaceaeIndet_sp1",2,408,0.00490196078431373
"856","Guanacaste",1225,"10.9285","ApocynaceaeIndet.","NULL","Apocynaceae/ApocynaceaeIndet/ApocynaceaeIndet_sp1",1,408,0.00245098039215686
"857","Guanacaste",1225,"10.9285","Schefflera","NULL","Araliaceae/Schefflera/Schefflera_sp1",1,408,0.00245098039215686
"858","Guanacaste",1225,"10.9285","Securidaca","NULL","Polygalaceae/Securidaca/Securidaca_sp1",1,408,0.00245098039215686
"859","Guanacaste",1225,"10.9285","LauraceaeIndet.","NULL","Lauraceae/LauraceaeIndet/LauraceaeIndet_sp2",7,408,0.017156862745098
"862","Guanacaste",1225,"10.9285","Sloanea","NULL","Elaeocarpaceae/Sloanea/Sloanea_sp1",1,408,0.00245098039215686
"863","Guanacaste",1225,"10.9285","Koanophyllon","Koanophyllon pittieri","Asteraceae/Koanophyllon/Koanophyllon_pittieri",5,408,0.0122549019607843
"868","Guanacaste",1225,"10.9285","Cordia","Cordia croatii","Boraginaceae/Cordia/Cordia_croatii",1,408,0.00245098039215686
"869","Guanacaste",1225,"10.9285","Viburnum","Viburnum costaricanum","Adoxaceae/Viburnum/Viburnum_costaricanum",1,408,0.00245098039215686
"870","Guanacaste",1225,"10.9285","Maytenus","NULL","Celastraceae/Maytenus/Maytenus_sp1",2,408,0.00490196078431373
"872","Guanacaste",1225,"10.9285","Gymnosporia","Gymnosporia haberiana","Celastraceae/Gymnosporia/Gymnosporia_haberiana",1,408,0.00245098039215686
"873","Guanacaste",1225,"10.9285","Licania","Licania riverae","Chrysobalanaceae/Licania/Licania_riverae",2,408,0.00490196078431373
"875","Guanacaste",1225,"10.9285","Symphonia","Symphonia globulifera","Clusiaceae/Symphonia/Symphonia_globulifera",6,408,0.0147058823529412
"881","Guanacaste",1225,"10.9285","Clusia","NULL","Clusiaceae/Clusia/Clusia_sp2",1,408,0.00245098039215686
"882","Guanacaste",1225,"10.9285","Rourea","Rourea schippii","Connaraceae/Rourea/Rourea_schippii",1,408,0.00245098039215686
"883","Guanacaste",1225,"10.9285","Erythroxylum","Erythroxylum citrifolium","Erythroxylaceae/Erythroxylum/Erythroxylum_citrifolium",1,408,0.00245098039215686
"884","Guanacaste",1225,"10.9285","Euphorbia","Euphorbia sinclairiana","Euphorbiaceae/Euphorbia/Euphorbia_sinclairiana",13,408,0.0318627450980392
"897","Guanacaste",1225,"10.9285","Alchornea","Alchornea latifolia","Euphorbiaceae/Alchornea/Alchornea_latifolia",1,408,0.00245098039215686
"898","Guanacaste",1225,"10.9285","Lonchocarpus","Lonchocarpus oliganthus","Fabaceae/Lonchocarpus/Lonchocarpus_oliganthus",8,408,0.0196078431372549
"906","Guanacaste",1225,"10.9285","Inga","Inga longispica","Fabaceae/Inga/Inga_longispica",6,408,0.0147058823529412
"912","Guanacaste",1225,"10.9285","Inga","Inga mortoniana","Fabaceae/Inga/Inga_mortoniana",4,408,0.00980392156862745
"918","Guanacaste",1225,"10.9285","Dussia","Dussia macroprophyllata","Fabaceae/Dussia/Dussia_macroprophyllata",2,408,0.00490196078431373
"919","Guanacaste",1225,"10.9285","Hasseltiopsis","Hasseltiopsis dioica","Salicaceae/Hasseltiopsis/Hasseltiopsis_dioica",2,408,0.00490196078431373
"921","Guanacaste",1225,"10.9285","Hasseltia","Hasseltia guatemalensis","Salicaceae/Hasseltia/Hasseltia_guatemalensis",2,408,0.00490196078431373
"923","Guanacaste",1225,"10.9285","Billia","Billia columbiana","Sapindaceae/Billia/Billia_columbiana",3,408,0.00735294117647059
"926","Guanacaste",1225,"10.9285","Salacia","Salacia petenensis","Celastraceae/Salacia/Salacia_petenensis",4,408,0.00980392156862745
"930","Guanacaste",1225,"10.9285","Persea","NULL","Lauraceae/Persea/Persea_sp1",2,408,0.00490196078431373
"932","Guanacaste",1225,"10.9285","LauraceaeIndet.","NULL","Lauraceae/LauraceaeIndet/LauraceaeIndet_sp13",2,408,0.00490196078431373
"933","Guanacaste",1225,"10.9285","LauraceaeIndet.","NULL","Lauraceae/LauraceaeIndet/LauraceaeIndet_sp1",1,408,0.00245098039215686
"934","Guanacaste",1225,"10.9285","LauraceaeIndet.","NULL","Lauraceae/LauraceaeIndet/LauraceaeIndet_sp12",1,408,0.00245098039215686
