"","State.province","Elevation.m.","Latitude","Genus","Taxon","Leaf area per leaf dry mass (specific leaf area, SLA)","Plant height","Seed dry mass","Leaf nitrogen (N) isotope signature (delta 15N)","Leaf nitrogen/phosphorus (N/P) ratio","Stem dry mass per stem fresh volume (stem specific density, SSD, wood density)","Leaf carbon/nitrogen (C/N) ratio"
"1137","Colorado",2845,38.9403,"Symphoricarpos","Symphoricarpos rotundifolius",21.1784375,NA,NA,NA,NA,NA,NA
"1138","Colorado",2845,38.9403,"Symphoricarpos","Symphoricarpos rotundifolius",23.77263158,NA,NA,NA,NA,NA,NA
"1139","Colorado",2845,38.9403,"Symphoricarpos","Symphoricarpos rotundifolius",24.66342857,NA,NA,NA,NA,NA,NA
"1140","Colorado",2845,38.9403,"Symphoricarpos","Symphoricarpos rotundifolius",31.48,NA,NA,NA,NA,NA,NA
"1141","Colorado",2845,38.9403,"Symphoricarpos","Symphoricarpos rotundifolius",29.04083333,NA,NA,-0.9,10.88059724,NA,12.1
"1142","Colorado",2845,38.9403,"Symphoricarpos","Symphoricarpos rotundifolius",25.665,NA,NA,NA,NA,NA,NA
"1143","Colorado",2845,38.9403,"Symphoricarpos","Symphoricarpos rotundifolius",48.61,NA,NA,NA,NA,NA,NA
"1144","Colorado",2845,38.9403,"Symphoricarpos","Symphoricarpos rotundifolius",30.95733333,NA,NA,NA,NA,NA,NA
"1145","Colorado",2845,38.9403,"Symphoricarpos","Symphoricarpos rotundifolius",29.42,NA,NA,NA,NA,NA,NA
"1146","Colorado",2845,38.9403,"Symphoricarpos","Symphoricarpos rotundifolius",29.82764706,NA,NA,-1,13.53372907,NA,14.1
"1147","Colorado",2845,38.9403,"Symphoricarpos","Symphoricarpos rotundifolius",25.59916667,NA,NA,NA,NA,NA,NA
"1148","Colorado",2845,38.9403,"Symphoricarpos","Symphoricarpos rotundifolius",25.814,NA,NA,NA,NA,NA,NA
"1149","Colorado",2845,38.9403,"Symphoricarpos","Symphoricarpos rotundifolius",22.89294118,NA,NA,NA,NA,NA,NA
"1150","Colorado",2845,38.9403,"Symphoricarpos","Symphoricarpos rotundifolius",35.6,NA,NA,NA,NA,NA,NA
"1151","Colorado",2845,38.9403,"Symphoricarpos","Symphoricarpos rotundifolius",31.44375,NA,NA,0,7.649666686,NA,14.8
"1152","Colorado",2845,38.9403,"Symphoricarpos","Symphoricarpos rotundifolius",45.687,NA,NA,NA,NA,NA,NA
"1153","Colorado",2845,38.9403,"Symphoricarpos","Symphoricarpos rotundifolius",24.16333333,NA,NA,NA,NA,NA,NA
"1154","Colorado",2845,38.9403,"Symphoricarpos","Symphoricarpos rotundifolius",22.22787879,NA,NA,NA,NA,NA,NA
"1155","Colorado",2845,38.9403,"Symphoricarpos","Symphoricarpos rotundifolius",31.76933333,NA,NA,NA,NA,NA,NA
"1156","Colorado",2845,38.9403,"Picea","Picea engelmannii",3.626220363,NA,NA,-0.7,5.734463666,NA,38.9
"1157","Colorado",2845,38.9403,"Picea","Picea engelmannii",3.502415459,NA,NA,NA,NA,NA,NA
"1158","Colorado",2845,38.9403,"Picea","Picea engelmannii",4.857954545,NA,NA,NA,NA,NA,NA
"1159","Colorado",2845,38.9403,"Picea","Picea engelmannii",3.179604698,NA,NA,NA,NA,NA,NA
"1160","Colorado",2845,38.9403,"Picea","Picea engelmannii",2.923105567,NA,NA,NA,NA,NA,NA
"1161","Colorado",2845,38.9403,"Picea","Picea engelmannii",4.614438064,NA,NA,-1.8,4.683003835,NA,43.8
"1162","Colorado",2845,38.9403,"Picea","Picea engelmannii",4.79148181,NA,NA,NA,NA,NA,NA
"1163","Colorado",2845,38.9403,"Picea","Picea engelmannii",3.653467513,NA,NA,NA,NA,NA,NA
"1164","Colorado",2845,38.9403,"Picea","Picea engelmannii",4.511448651,NA,NA,NA,NA,NA,NA
"1165","Colorado",2845,38.9403,"Picea","Picea engelmannii",4.346885813,NA,NA,NA,NA,NA,NA
"1166","Colorado",2845,38.9403,"Picea","Picea engelmannii",7.301869991,NA,NA,-1.4,6.556043087,NA,41.6
"1167","Colorado",2845,38.9403,"Picea","Picea engelmannii",6.360688451,NA,NA,NA,NA,NA,NA
"1168","Colorado",2845,38.9403,"Picea","Picea engelmannii",5.989458553,NA,NA,NA,NA,NA,NA
"1169","Colorado",2845,38.9403,"Picea","Picea engelmannii",6.282016716,NA,NA,NA,NA,NA,NA
"1170","Colorado",2845,38.9403,"Picea","Picea engelmannii",5.577211394,NA,NA,NA,NA,NA,NA
"1171","Colorado",2845,38.9403,"Picea","Picea engelmannii",4.264310411,NA,NA,-2.5,6.753961523,NA,44.5
"1172","Colorado",2845,38.9403,"Picea","Picea engelmannii",4.431092753,NA,NA,NA,NA,NA,NA
"1173","Colorado",2845,38.9403,"Picea","Picea engelmannii",4.177864647,NA,NA,NA,NA,NA,NA
"1174","Colorado",2845,38.9403,"Picea","Picea engelmannii",3.657292729,NA,NA,NA,NA,NA,NA
"1175","Colorado",2845,38.9403,"Picea","Picea engelmannii",4.189814815,NA,NA,NA,NA,NA,NA
"1176","Colorado",2845,38.9403,"Picea","Picea engelmannii",3.998476771,NA,NA,-2.6,5.011709024,NA,42.4
"1177","Colorado",2845,38.9403,"Picea","Picea engelmannii",3.57720291,NA,NA,NA,NA,NA,NA
"1178","Colorado",2845,38.9403,"Picea","Picea engelmannii",3.515332835,NA,NA,NA,NA,NA,NA
"1179","Colorado",2845,38.9403,"Picea","Picea engelmannii",5.127193847,NA,NA,NA,NA,NA,NA
"1180","Colorado",2845,38.9403,"Picea","Picea engelmannii",4.15704388,NA,NA,NA,NA,NA,NA
"1181","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",18.4284,NA,NA,1,11.12482387,NA,12.9
"1182","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",19.12815233,NA,NA,NA,NA,NA,NA
"1183","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",17.38172414,NA,NA,NA,NA,NA,NA
"1184","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",17.77667824,NA,NA,NA,NA,NA,NA
"1185","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",20.88118934,NA,NA,NA,NA,NA,NA
"1186","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",16.68418994,NA,NA,1,15.91344619,NA,11.1
"1187","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",18.94630577,NA,NA,NA,NA,NA,NA
"1188","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",18.20266966,NA,NA,NA,NA,NA,NA
"1189","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",17.63220739,NA,NA,NA,NA,NA,NA
"1190","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",17.25398589,NA,NA,NA,NA,NA,NA
"1191","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",17.19695016,NA,NA,0.4,14.69283474,NA,11.9
"1192","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",16.93342834,NA,NA,NA,NA,NA,NA
"1193","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",16.46014184,NA,NA,NA,NA,NA,NA
"1194","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",18.57008708,NA,NA,NA,NA,NA,NA
"1195","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",18.89502306,NA,NA,NA,NA,NA,NA
"1196","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",13.50192138,NA,NA,0.6,15.41608333,NA,11.3
"1197","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",11.90723934,NA,NA,NA,NA,NA,NA
"1198","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",15.57308764,NA,NA,NA,NA,NA,NA
"1199","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",16.02016502,NA,NA,NA,NA,NA,NA
"1200","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",16.46547898,NA,NA,NA,NA,NA,NA
"1201","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",13.41772299,NA,NA,1,14.52231585,NA,11.8
"1202","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",12.57883906,NA,NA,NA,NA,NA,NA
"1203","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",14.67231378,NA,NA,NA,NA,NA,NA
"1204","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",15.54012377,NA,NA,NA,NA,NA,NA
"1205","Colorado",2845,38.9403,"Veratrum","Veratrum tenuipetalum",15.61461413,NA,NA,NA,NA,NA,NA
"1206","California",243.84,37.27028,"Quercus","",NA,NA,NA,0.1,12.76723507,NA,28.2
"1207","California",243.84,37.27028,"Quercus","",NA,NA,NA,-1.6,15.9972375,NA,26.4
"1208","California",243.84,37.27028,"Quercus","",NA,NA,NA,-1.7,23.06668292,NA,30.3
"1209","California",243.84,37.27028,"Sequoia","Sequoia sempervirens",NA,NA,NA,-5.7,10.03156395,NA,35.6
"1210","California",243.84,37.27028,"Sequoia","Sequoia sempervirens",NA,NA,NA,-5.3,8.023634184,NA,40.4
"1211","California",243.84,37.27028,"Vaccinium","Vaccinium ovatum",NA,NA,NA,0.8,22.47894954,NA,32.7
"1212","California",243.84,37.27028,NA,"",NA,NA,NA,-0.3,14.24990559,NA,31.2
"1213","California",243.84,37.27028,NA,"",NA,NA,NA,-1.2,10.08158916,NA,33.7
"1214","California",243.84,37.27028,"Quercus","",NA,NA,NA,-0.9,18.29298326,NA,24.8
"1215","California",243.84,37.27028,NA,"",NA,NA,NA,3,9.941789502,NA,15.4
"1216","California",243.84,37.27028,"Sequoia","Sequoia sempervirens",NA,NA,NA,-2.1,NA,NA,30.9
"1217","California",243.84,37.27028,"Sequoia","Sequoia sempervirens",NA,NA,NA,-3.1,13.80835642,NA,32.2
"1218","California",243.84,37.27028,"Sequoia","Sequoia sempervirens",NA,NA,NA,-3.4,12.39300095,NA,33.4
"1219","California",243.84,37.27028,"Sequoia","Sequoia sempervirens",NA,NA,NA,-3.9,13.68806763,NA,36.1
"1220","California",243.84,37.27028,"Sequoia","Sequoia sempervirens",NA,NA,NA,-4.5,7.326381319,NA,28.6
"1221","California",243.84,37.27028,"Sequoia","Sequoia sempervirens",NA,NA,NA,-4,11.8613123,NA,28.1
"1222","California",243.84,37.27028,"Sequoia","Sequoia sempervirens",NA,NA,NA,-4.1,NA,NA,34.8
"1223","California",243.84,37.27028,"Sequoia","Sequoia sempervirens",NA,NA,NA,-4,17.12419327,NA,33.9
"1224","California",243.84,37.27028,NA,"",NA,NA,NA,0.3,19.0245245,NA,22.6
"1225","California",243.84,37.27028,"Lithocarpus","Lithocarpus densiflorus",NA,NA,NA,-3.2,21.54762563,NA,34.9
"1226","California",243.84,37.27028,"Lithocarpus","Lithocarpus densiflorus",NA,NA,NA,-3.2,26.00852962,NA,38.4
"1227","California",243.84,37.27028,"Lithocarpus","Lithocarpus densiflorus",NA,NA,NA,0.4,26.32326015,NA,37.3
"1228","California",243.84,37.27028,"Lithocarpus","Lithocarpus densiflorus",NA,NA,NA,-0.7,32.21199856,NA,28.8
"1229","California",243.84,37.27028,"Lithocarpus","Lithocarpus densiflorus",NA,NA,NA,-2.1,15.94852558,NA,33.9
"1230","California",243.84,37.27028,"Vaccinium","Vaccinium ovatum",NA,NA,NA,0.1,18.15687381,NA,39
"1231","California",243.84,37.27028,"Vaccinium","Vaccinium ovatum",NA,NA,NA,-0.2,19.70765754,NA,46
"1232","California",243.84,37.27028,"Vaccinium","Vaccinium ovatum",NA,NA,NA,-0.1,34.55638237,NA,32.9
"1233","California",243.84,37.27028,"Vaccinium","Vaccinium ovatum",NA,NA,NA,1.2,32.3899487,NA,40.8
"1234","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",16.70771429,NA,NA,NA,4.052767013,NA,25.4
"1235","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",16.8181746,NA,NA,NA,NA,NA,NA
"1236","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",16.48716216,NA,NA,NA,NA,NA,NA
"1237","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",17.21452991,NA,NA,NA,NA,NA,NA
"1238","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",17.20164384,NA,NA,NA,NA,NA,NA
"1239","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",18.56988889,NA,NA,NA,5.949361544,NA,22.9
"1240","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",19.39233333,NA,NA,NA,NA,NA,NA
"1241","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",18.99992,NA,NA,NA,NA,NA,NA
"1242","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",20.79369863,NA,NA,NA,NA,NA,NA
"1243","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",21.502125,NA,NA,NA,NA,NA,NA
"1244","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",18.83861111,NA,NA,NA,7.307680085,NA,24
"1245","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",17.15775281,NA,NA,NA,NA,NA,NA
"1246","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",17.72284211,NA,NA,NA,NA,NA,NA
"1247","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",18.34975309,NA,NA,NA,NA,NA,NA
"1248","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",17.71318182,NA,NA,NA,NA,NA,NA
"1249","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",19.19184211,NA,NA,NA,4.446514856,NA,25.8
"1250","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",19.27530864,NA,NA,NA,NA,NA,NA
"1251","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",18.86246753,NA,NA,NA,NA,NA,NA
"1252","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",18.76763889,NA,NA,NA,NA,NA,NA
"1253","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",18.09595238,NA,NA,NA,NA,NA,NA
"1254","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",16.94608108,NA,NA,NA,2.976496639,NA,26.3
"1255","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",17.03293478,NA,NA,NA,NA,NA,NA
"1256","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",18.775,NA,NA,NA,NA,NA,NA
"1257","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",16.50133333,NA,NA,NA,NA,NA,NA
"1258","Arizona",2542.336,32.44681,"Populus","Populus tremuloides",15.6022973,NA,NA,NA,NA,NA,NA
"1259","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",6.612250063,NA,NA,NA,5.242380872,NA,32.9
"1260","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",6.631309904,NA,NA,NA,NA,NA,NA
"1261","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",6.990472245,NA,NA,NA,NA,NA,NA
"1262","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",9.020870337,NA,NA,NA,NA,NA,NA
"1263","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",7.464968153,NA,NA,NA,NA,NA,NA
"1264","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",6.483538278,NA,NA,NA,5.226277297,NA,37.9
"1265","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",7.664458116,NA,NA,NA,NA,NA,NA
"1266","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",6.446243128,NA,NA,NA,NA,NA,NA
"1267","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",6.251164235,NA,NA,NA,NA,NA,NA
"1268","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",6.435845214,NA,NA,NA,NA,NA,NA
"1269","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",6.050144395,NA,NA,NA,9.627622506,NA,19.2
"1270","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",6.454818148,NA,NA,NA,NA,NA,NA
"1271","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",6.577743902,NA,NA,NA,NA,NA,NA
"1272","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",6.808014005,NA,NA,NA,NA,NA,NA
"1273","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",7.107180021,NA,NA,NA,NA,NA,NA
"1274","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",7.207367796,NA,NA,NA,4.612229036,NA,37
"1275","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",6.980020492,NA,NA,NA,NA,NA,NA
"1276","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",7.190290817,NA,NA,NA,NA,NA,NA
"1277","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",7.179365831,NA,NA,NA,NA,NA,NA
"1278","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",6.300952381,NA,NA,NA,NA,NA,NA
"1279","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",6.103313558,NA,NA,NA,6.175747865,NA,34.5
"1280","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",6.535087719,NA,NA,NA,NA,NA,NA
"1281","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",5.161532682,NA,NA,NA,NA,NA,NA
"1282","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",6.261009982,NA,NA,NA,NA,NA,NA
"1283","Arizona",2542.336,32.44681,"Pseudotsuga","Pseudotsuga menziesii",6.115930056,NA,NA,NA,NA,NA,NA
"1284","Arizona",2542.336,32.44681,"Jamesia","Jamesia americana",23.67611111,NA,NA,NA,5.886165481,NA,23.6
"1285","Arizona",2542.336,32.44681,"Jamesia","Jamesia americana",24.45589286,NA,NA,NA,NA,NA,NA
"1286","Arizona",2542.336,32.44681,"Jamesia","Jamesia americana",23.79216418,NA,NA,NA,NA,NA,NA
"1287","Arizona",2542.336,32.44681,"Jamesia","Jamesia americana",24.93125,NA,NA,NA,NA,NA,NA
"1288","Arizona",2542.336,32.44681,"Jamesia","Jamesia americana",26.06447917,NA,NA,NA,NA,NA,NA
"1289","Arizona",2542.336,32.44681,"Jamesia","Jamesia americana",31.79801802,NA,NA,NA,17.91349381,NA,18.9
"1290","Arizona",2542.336,32.44681,"Jamesia","Jamesia americana",30.302,NA,NA,NA,NA,NA,NA
"1291","Arizona",2542.336,32.44681,"Jamesia","Jamesia americana",36.44690141,NA,NA,NA,NA,NA,NA
"1292","Arizona",2542.336,32.44681,"Jamesia","Jamesia americana",25.18358744,NA,NA,NA,NA,NA,NA
"1293","Arizona",2542.336,32.44681,"Jamesia","Jamesia americana",23.68666667,NA,NA,NA,NA,NA,NA
"1294","Arizona",2542.336,32.44681,"Jamesia","Jamesia americana",37.01009901,NA,NA,NA,2.951367704,NA,21.5
"1295","Arizona",2542.336,32.44681,"Jamesia","Jamesia americana",39.57618182,NA,NA,NA,NA,NA,NA
"1296","Arizona",2542.336,32.44681,"Jamesia","Jamesia americana",37.02675325,NA,NA,NA,NA,NA,NA
"1297","Arizona",2542.336,32.44681,"Jamesia","Jamesia americana",35.65028571,NA,NA,NA,NA,NA,NA
"1298","Arizona",2542.336,32.44681,"Jamesia","Jamesia americana",45.19978261,NA,NA,NA,NA,NA,NA
"1299","Arizona",2542.336,32.44681,"Jamesia","Jamesia americana",25.51963351,NA,NA,NA,8.945547198,NA,18.5
"1300","Arizona",2542.336,32.44681,"Jamesia","Jamesia americana",24.74830769,NA,NA,NA,NA,NA,NA
"1301","Arizona",2542.336,32.44681,"Jamesia","Jamesia americana",23.94815166,NA,NA,NA,NA,NA,NA
"1302","Arizona",2542.336,32.44681,"Jamesia","Jamesia americana",24.19674603,NA,NA,NA,NA,NA,NA
"1303","Arizona",2542.336,32.44681,"Jamesia","Jamesia americana",23.43544503,NA,NA,NA,NA,NA,NA
"1304","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",23.98131356,NA,NA,NA,9.788603137,NA,17.9
"1305","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",23.1970614,NA,NA,NA,NA,NA,NA
"1306","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",25.31135922,NA,NA,NA,NA,NA,NA
"1307","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",24.14393035,NA,NA,NA,NA,NA,NA
"1308","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",25.06957746,NA,NA,NA,NA,NA,NA
"1309","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",23.85669421,NA,NA,NA,9.308451552,NA,19
"1310","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",25.99597222,NA,NA,NA,NA,NA,NA
"1311","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",24.39320388,NA,NA,NA,NA,NA,NA
"1312","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",23.66015198,NA,NA,NA,NA,NA,NA
"1313","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",23.46398693,NA,NA,NA,NA,NA,NA
"1314","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",25.87103774,NA,NA,NA,6.844619257,NA,20.4
"1315","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",27.92245614,NA,NA,NA,NA,NA,NA
"1316","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",27.15628049,NA,NA,NA,NA,NA,NA
"1317","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",31.20515625,NA,NA,NA,NA,NA,NA
"1318","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",30.49966667,NA,NA,NA,NA,NA,NA
"1319","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",24.56830508,NA,NA,NA,6.393235292,NA,19
"1320","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",21.33151515,NA,NA,NA,NA,NA,NA
"1321","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",24.25593886,NA,NA,NA,NA,NA,NA
"1322","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",25.5179902,NA,NA,NA,NA,NA,NA
"1323","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",24.17251012,NA,NA,NA,NA,NA,NA
"1324","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",29.01678295,NA,NA,NA,9.656698254,NA,17.1
"1325","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",27.76405263,NA,NA,NA,NA,NA,NA
"1326","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",28.924375,NA,NA,NA,NA,NA,NA
"1327","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",23.70185745,NA,NA,NA,NA,NA,NA
"1328","Arizona",2542.336,32.44681,"Acer","Acer grandidentatum",30.45374302,NA,NA,NA,NA,NA,NA
"1329","Arizona",2542.336,32.44681,"Abies","Abies concolor",5.368784856,NA,NA,NA,6.539771468,NA,38.6
"1330","Arizona",2542.336,32.44681,"Abies","Abies concolor",4.889287545,NA,NA,NA,NA,NA,NA
"1331","Arizona",2542.336,32.44681,"Abies","Abies concolor",5.4190224,NA,NA,NA,NA,NA,NA
"1332","Arizona",2542.336,32.44681,"Abies","Abies concolor",4.813131046,NA,NA,NA,NA,NA,NA
"1333","Arizona",2542.336,32.44681,"Abies","Abies concolor",5.282179594,NA,NA,NA,NA,NA,NA
"1334","Arizona",2542.336,32.44681,"Abies","Abies concolor",4.747272322,NA,NA,NA,8.638927285,NA,34.5
"1335","Arizona",2542.336,32.44681,"Abies","Abies concolor",5.342617153,NA,NA,NA,NA,NA,NA
"1336","Arizona",2542.336,32.44681,"Abies","Abies concolor",5.339798108,NA,NA,NA,NA,NA,NA
"1337","Arizona",2542.336,32.44681,"Abies","Abies concolor",5.582616179,NA,NA,NA,NA,NA,NA
"1338","Arizona",2542.336,32.44681,"Abies","Abies concolor",4.423461898,NA,NA,NA,NA,NA,NA
"1339","Arizona",2542.336,32.44681,"Abies","Abies concolor",4.573101459,NA,NA,NA,7.083892933,NA,32.2
"1340","Arizona",2542.336,32.44681,"Abies","Abies concolor",4.455338532,NA,NA,NA,NA,NA,NA
"1341","Arizona",2542.336,32.44681,"Abies","Abies concolor",4.793296089,NA,NA,NA,NA,NA,NA
"1342","Arizona",2542.336,32.44681,"Abies","Abies concolor",4.644528964,NA,NA,NA,NA,NA,NA
"1343","Arizona",2542.336,32.44681,"Abies","Abies concolor",4.516077767,NA,NA,NA,NA,NA,NA
"1344","Arizona",2542.336,32.44681,"Abies","Abies concolor",5.121232722,NA,NA,NA,11.22824278,NA,32.3
"1345","Arizona",2542.336,32.44681,"Abies","Abies concolor",5.284045249,NA,NA,NA,NA,NA,NA
"1346","Arizona",2542.336,32.44681,"Abies","Abies concolor",5.480420907,NA,NA,NA,NA,NA,NA
"1347","Arizona",2542.336,32.44681,"Abies","Abies concolor",5.654409096,NA,NA,NA,NA,NA,NA
"1348","Arizona",2542.336,32.44681,"Abies","Abies concolor",5.846123956,NA,NA,NA,NA,NA,NA
"1349","Arizona",2542.336,32.44681,"Abies","Abies concolor",6.098573093,NA,NA,NA,27.71454001,NA,33.9
"1350","Arizona",2542.336,32.44681,"Abies","Abies concolor",5.336678785,NA,NA,NA,NA,NA,NA
"1351","Arizona",2542.336,32.44681,"Abies","Abies concolor",5.279017175,NA,NA,NA,NA,NA,NA
"1352","Arizona",2542.336,32.44681,"Abies","Abies concolor",5.101034114,NA,NA,NA,NA,NA,NA
"1353","Arizona",2542.336,32.44681,"Abies","Abies concolor",5.923971138,NA,NA,NA,NA,NA,NA
"1354","Arizona",2542.336,32.44681,"Pinus","Pinus strobiformis",7.512142857,NA,NA,NA,7.67077611,NA,31.8
"1355","Arizona",2542.336,32.44681,"Pinus","Pinus strobiformis",8.059714286,NA,NA,NA,NA,NA,NA
"1356","Arizona",2542.336,32.44681,"Pinus","Pinus strobiformis",6.308431373,NA,NA,NA,NA,NA,NA
"1357","Arizona",2542.336,32.44681,"Pinus","Pinus strobiformis",5.888529412,NA,NA,NA,NA,NA,NA
"1358","Arizona",2542.336,32.44681,"Pinus","Pinus strobiformis",7.4,NA,NA,NA,NA,NA,NA
"1359","Arizona",2542.336,32.44681,"Pinus","Pinus strobiformis",6.370727273,NA,NA,NA,12.81734169,NA,32
"1360","Arizona",2542.336,32.44681,"Pinus","Pinus strobiformis",7.090681818,NA,NA,NA,NA,NA,NA
"1361","Arizona",2542.336,32.44681,"Pinus","Pinus strobiformis",5.810606061,NA,NA,NA,NA,NA,NA
"1362","Arizona",2542.336,32.44681,"Pinus","Pinus strobiformis",7.442173913,NA,NA,NA,NA,NA,NA
"1363","Arizona",2542.336,32.44681,"Pinus","Pinus strobiformis",6.7203125,NA,NA,NA,NA,NA,NA
"1364","Arizona",2542.336,32.44681,"Pinus","Pinus strobiformis",7.159473684,NA,NA,NA,8.541009927,NA,33
"1365","Arizona",2542.336,32.44681,"Pinus","Pinus strobiformis",6.967380952,NA,NA,NA,NA,NA,NA
"1366","Arizona",2542.336,32.44681,"Pinus","Pinus strobiformis",8.063076923,NA,NA,NA,NA,NA,NA
"1367","Arizona",2542.336,32.44681,"Pinus","Pinus strobiformis",7.884848485,NA,NA,NA,NA,NA,NA
"1368","Arizona",2542.336,32.44681,"Pinus","Pinus strobiformis",7.6025,NA,NA,NA,NA,NA,NA
